Pedigree	SFGL_ID	SEQ #	Survey Date	River	Survey Type	Crew Initials	Crew Initials	Start Time	End Time	Water Temp	Reach	Fish ID	Time Collected	Clipped (Y/N)	F.L (cm)	Sex (M/F)	DNA Sampled (Y/N)	Scale Sampled (Y/N)	Otolith (Y/N)	Egg Retention % (F only)	ODFW CWT number	Floy Tag (Y/N)	Floy tag color	Floy tag number	Comments	Entered By	Date Entered	Checked By	Date Checked
OtsCC19NSNT	OtsCC19NSNT_2395	356	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2395	12:30	N	78	M	Y	Y	Y	N/A	N/A	Y	GREY	122	Floy 122 Gray	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2396	357	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2396	12:30	N	70	M	Y	Y	Y	N/A	N/A	Y	WHITE	444	Floy White 444	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2397	358	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2397	12:30	N	79	F	Y	Y	Y	0	N/A	Y	GREY	499	Floy gray 499	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2398	359	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2398	12:30	N	89	F	Y	Y	Y	0	N/A	Y	GREY	475	Floy Gray 475	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2399	360	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2399	12:30	N	73	UNKNOWN	N	N	Y	UNKNOWN	N/A	Y	GREY	49	Floy gray 49 Decayed	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2400	361	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2400	12:30	N	77	M	Y	Y	Y	N/A	N/A	Y	GREY	41	Floy Gray 041	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2337	362	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2337	12:30	N	74	M	Y	Y	Y	N/A	N/A	Y	GREY	476	Floy Gray 476 DNA-pectoral fin	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2335	363	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2335	12:30	N	72	F	Y	Y	Y	0	N/A	Y	GREY	220	Floy Gray 220	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2339	364	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2339	12:30	N	77	F	Y	Y	Y	0	N/A	N	N/A	N/A		MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2340	365	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2340	12:30	N	73	F	Y	Y	Y	0	N/A	Y	GREY	249	Floy tag gray 249; Otoliths broken	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2338	366	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2338	12:30	N	71	M	Y	Y	Y	0	N/A	Y	WHITE	284	Floy tag white 284	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2332	367	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2332	12:30	N	81	M	Y	Y	Y	N/A	N/A	Y	GREY	122	Floy Gray 122	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2331	368	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2331	12:30	N	65	F	Y	Y	Y	0	N/A	N	N/A	N/A		MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2371	369	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2371	12:30	N	68	F	Y	Y	Y	0	N/A	Y	GREY	232	Floy Gray 232	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2336	370	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2336	12:30	N	76	M	Y	Y	Y	N/A	N/A	Y	GREY	176	floy gray 176; Otoliths broken	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2372	371	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2372	12:30	N	69	F	Y	Y	Y	0	N/A	Y	WHITE	245	Floy white 245	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2374	372	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2374	12:30	N	74	F	Y	Y	Y	0	N/A	Y	GREY	117	floy gray 117	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2373	373	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2373	12:30	N	74	M	Y	Y	Y	N/A	N/A	Y	GREY	172	floy gray 172	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2375	374	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2375	12:30	N	83	M	Y	Y	Y	N/A	N/A	N	N/A	N/A	1 otolith broken	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2377	375	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2377	15:50	N	78	F	Y	Y	Y	0	N/A	Y	GREY	139	Grey Floy 139	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2378	376	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2378	15:50	N	90	M	Y	Y	Y	N/A	N/A	Y	GREY	426	Grey Floy 426	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2379	377	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2379	15:50	N	78	F	Y	Y	Y	0	N/A	Y	GREY	32	Grey Floy 032; Otoliths loose in bag-broken	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2380	378	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2380	15:50	N	73	F	Y	Y	Y	0	N/A	Y	WHITE	384	White floy 384; otoliths loose in bag	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2376	379	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2376	15:50	N	81	F	Y	Y	Y	100	N/A	N	N/A	N/A		MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2085	380	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2085	15:50	N	66	M	Y	Y	Y	N/A	N/A	N	N/A	N/A	otoliths loose in bag	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2084	381	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2084	15:50	N	81	M	Y	Y	Y	N/A	N/A	N	N/A	N/A	otoliths loose in bag	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2088	382	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2088	15:50	N	82	F	Y	Y	Y	0	N/A	Y	WHITE	848	otoliths loose in bag; white floy 848	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2087	383	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2087	15:50	N	70	F	Y	Y	Y	0	N/A	Y	GREY	39	otoliths loose in bag; grey floy 039; only one otolith	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2089	384	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2089	15:50	N	81	M	Y	Y	Y	N/A	N/A	N	N/A	N/A	otoliths loose in bag	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2086	385	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2086	15:50	N	77	F	Y	Y	Y	0	N/A	Y	GREY	204	Grey floy 204; otoliths bag	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2090	386	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2090	15:50	N	82	M	Y	Y	Y	N/A	N/A	Y	WHITE	817	White floy 817; otoliths bag	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2083	387	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2083	15:50	N	69	F	Y	Y	Y	0	N/A	Y	GREY	397	Gray floy 397; Otoliths bag	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2081	388	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2081	15:50	N	81	M	Y	Y	Y	N/A	N/A	Y	WHITE	261	white floy 261; otoliths bag only 1	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2082	389	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2082	15:50	N	82	M	Y	Y	Y	N/A	N/A	N	N/A	N/A	otoliths bag	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2055	390	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2055	15:50	N	84	F	Y	Y	Y	0	N/A	N	N/A	N/A	otoliths bag	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_1624	391	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	1624	15:50	N	78	F	Y	Y	Y	50	N/A	Y	WHITE	831	otoliths bag, white floy 831	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2051	392	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2051	15:50	N	77	M	Y	Y	Y	N/A	N/A	N	N/A	N/A	otoliths bag	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2053	393	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2053	15:50	N	76	M	Y	Y	Y	N/A	N/A	Y	WHITE	327	white floy 327; otoliths bag	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_2052	394	10/10/2019	North Santiam	IK	CZ	BL	10:37	17:04	11.2	Big Cliff Dam to Minto Dam	2052	15:50	N	74	M	Y	Y	Y	N/A	N/A	Y	GREY	423	Grey floy 423; otoliths bag	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19MFWR	OtsCC19MFWR_1225	395	10/10/2019	Lost Creek	Walk	MRM	EP	12:00	12:45	6.2	Split Point to Hwy 126 	1225	12:15	N	80	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19NSNT	OtsCC19NSNT_1833	396	10/10/2019	North Santiam	IK	CZ	BL	17:04	17:16	11.1	Minto Dam to Packsaddle	1833	17:10	N	76	M	Y	Y	Y	N/A	N/A	Y	GREY	410	Floy Gray 410	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_1832	397	10/10/2019	North Santiam	IK	CZ	BL	17:04	17:16	11.1	Minto Dam to Packsaddle	1832	17:10	N	59	F	Y	Y	Y	0	N/A	N	N/A	N/A		MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_1521	398	10/11/2019	North Santiam	Raft	PH	CZ	12:15	13:16	10.3	Packsaddle to Gates Bridge	1521	13:16	N	61	M	Y	Y	Y	N/A	N/A	Y	WHITE	421	White Floy 421; Otoliths in bag	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_1522	399	10/11/2019	North Santiam	Raft	PH	CZ	12:15	13:16	10.3	Packsaddle to Gates Bridge	1522	13:16	N	62	M	Y	Y	Y	N/A	N/A	Y	GREY	109	Grey Floy 109; Otoliths in bag	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_1523	400	10/11/2019	North Santiam	Raft	PH	CZ	12:15	13:16	10.3	Packsaddle to Gates Bridge	1523	13:16	Y	74	F	Y	Y	N	0	N/A	N	N/A	N/A		MP	17-Oct-19	MRM	17-Oct-19
OtsCC19NSNT	OtsCC19NSNT_1524	401	10/11/2019	North Santiam	Raft	PH	CZ	12:15	13:16	10.3	Packsaddle to Gates Bridge	1524	13:16	N	83	F	Y	Y	Y	0	N/A	N	N/A	N/A	Otoliths in bag	MP	17-Oct-19	MRM	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2350	402	10/12/2019	Horse Creek	IK	BL	CZ	11:04	12:50	6.4	Separation to Road Access	2350	11:15	N	81	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2181	403	10/12/2019	Horse Creek	IK	BL	CZ	13:09	15:01	5.2	Braids to Avenue Creek	2181	14:05	N	81	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2182	404	10/12/2019	Horse Creek	IK	BL	CZ	13:09	15:01	5.2	Braids to Avenue Creek	2182	14:05	N	80	F	Y	Y	Y	50	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2183	405	10/12/2019	Horse Creek	IK	BL	CZ	13:09	15:01	5.2	Braids to Avenue Creek	2183	14:05	N	80	F	Y	Y	Y	0	N/A	Y	BLUE	512	blue floy tag 0512	MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2184	406	10/12/2019	Horse Creek	IK	BL	CZ	15:01	16:13	5.6	Avenue Creek to Bridge	2184	15:45	N	71	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2185	407	10/12/2019	Horse Creek	IK	BL	CZ	15:01	16:13	5.6	Avenue Creek to Bridge	2185	15:45	N	80	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2186	408	10/12/2019	Horse Creek	IK	BL	CZ	15:01	16:13	5.6	Avenue Creek to Bridge	2186	15:45	N	90	M	Y	Y	Y	N/A	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2187	409	10/12/2019	Horse Creek	IK	BL	CZ	15:01	16:13	5.6	Avenue Creek to Bridge	2187	15:45	N	80	M	Y	Y	Y	N/A	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2347	410	10/12/2019	Horse Creek	IK	BL	CZ	15:01	16:13	5.6	Avenue Creek to Bridge	2347	15:45	N	69	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2348	411	10/12/2019	Horse Creek	IK	BL	CZ	15:01	16:13	5.6	Avenue Creek to Bridge	2348	15:45	N	73	M	Y	Y	Y	N/A	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2349	412	10/12/2019	Horse Creek	IK	BL	CZ	15:01	16:13	5.6	Avenue Creek to Bridge	2349	15:45	N	87	M	Y	Y	Y	N/A	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1834	413	10/13/2019	McKenzie	Raft	AP	KH	10:15	12:01	8.1	Hendricks to Bellinger	1834	10:40	Y	77	M	Y	Y	N	N/A	N/A	N	N/A	N/A		MRM	13-Oct-19	EP	13-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1160	414	10/14/2019	McKenzie	Raft	CZ,MRM	AP,BD	9:40	12:45	5.4	Leaburg Dam to Leaburg Landing	1160	10:03	Y	78	F	Y	Y	N	0	N/A	N	N/A	N/A		MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1159	415	10/14/2019	McKenzie	Raft	CZ,MRM	AP,BD	9:40	12:45	5.4	Leaburg Dam to Leaburg Landing	1159	10:03	N	83	F	Y	Y	Y	0	N/A	N	N/A	N/A	ONE OTOLITH	MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1990	416	10/14/2019	McKenzie	Raft	CZ,MRM	AP,BD	9:40	12:45	5.4	Leaburg Dam to Leaburg Landing	1990	11:29	Y	69	F	Y	N	N	0	N/A	N	N/A	N/A		MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1981	417	10/14/2019	McKenzie	Raft	CZ,MRM	AP,BD	9:40	12:45	5.4	Leaburg Dam to Leaburg Landing	1981	12:45	Y	79	F	Y	Y	N	0	N/A	N	N/A	N/A		MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1996	418	10/14/2019	McKenzie	Raft	CZ,MRM	AP,BD	9:40	12:45	5.4	Leaburg Dam to Leaburg Landing	1996	12:45	N	86	M	Y	Y	Y	N/A	N/A	N	N/A	N/A		MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1443	419	10/14/2019	McKenzie	Raft & IK	CZ,MRM	AP,BD	10:00	13:40	8.0	Forrest Glen to Rosborro	1443	16:00	Y	70	F	Y	N	N	0	19P_7978	N	N/A	N/A	DNA FROM PECTORAL-WORKED FISH UP AT 1600 FOR UPSTREAM CREW	MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2068	420	10/14/2019	McKenzie	Raft & IK	BL,KH	PH,EP	10:00	13:40	8.0	Forrest Glen to Rosborro	2068	10:20	N	81	F	Y	Y	Y	20	N/A	N	N/A	N/A	camera 170, photos 4154-4155	MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1931	421	10/14/2019	McKenzie	Raft & IK	BL,KH	PH,EP	10:00	13:40	8.0	Forrest Glen to Rosborro	1931	11:30	N	85	M	Y	Y	Y	N/A	N/A	N	N/A	N/A		MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1932	422	10/14/2019	McKenzie	Raft & IK	BL,KH	PH,EP	10:00	13:40	8.0	Forrest Glen to Rosborro	1932	11:30	N	93	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1933	423	10/14/2019	McKenzie	Raft & IK	BL,KH	PH,EP	10:00	13:40	8.0	Forrest Glen to Rosborro	1933	11:30	N	71	F	Y	Y	Y	0	N/A	N	N/A	N/A	Only 1 otolith	MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1934	424	10/14/2019	McKenzie	Raft & IK	BL,KH	PH,EP	10:00	13:40	8.0	Forrest Glen to Rosborro	1934	11:30	Y	77	F	Y	Y	N	0	N/A	N	N/A	N/A		MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1935	425	10/14/2019	McKenzie	Raft & IK	BL,KH	PH,EP	10:00	13:40	8.0	Forrest Glen to Rosborro	1935	11:30	N	78	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1936	426	10/14/2019	McKenzie	Raft & IK	BL,KH	PH,EP	10:00	13:40	8.0	Forrest Glen to Rosborro	1936	11:30	N	90	M	Y	Y	Y	N/A	N/A	N	N/A	N/A		MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2361	427	10/14/2019	McKenzie	Raft & IK	BL,KH	PH,EP	10:00	13:40	8.0	Forrest Glen to Rosborro	2361	11:30	N	85	M	Y	Y	Y	N/A	N/A	N	N/A	N/A		MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2362	428	10/14/2019	McKenzie	Raft & IK	BL,KH	PH,EP	10:00	13:40	8.0	Forrest Glen to Rosborro	2362	11:30	N	83	F	Y	Y	Y	5	N/A	N	N/A	N/A		MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2363	429	10/14/2019	McKenzie	Raft & IK	BL,KH	PH,EP	10:00	13:40	8.0	Forrest Glen to Rosborro	2363	11:30	N	87	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2364	430	10/14/2019	McKenzie	Raft & IK	BL,KH	PH,EP	10:00	13:40	8.0	Forrest Glen to Rosborro	2364	11:30	Y	83	M	Y	Y	N	N/A	N/A	N	N/A	N/A		MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2365	431	10/14/2019	McKenzie	Raft & IK	BL,KH	PH,EP	10:00	13:40	8.0	Forrest Glen to Rosborro	2365	11:30	Y	68	F	Y	Y	N	0	N/A	N	N/A	N/A		MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2366	432	10/14/2019	McKenzie	Raft & IK	BL,KH	PH,EP	10:00	13:40	8.0	Forrest Glen to Rosborro	2366	11:30	Y	77	M	Y	Y	N	N/A	N/A	N	N/A	N/A		MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2367	433	10/14/2019	McKenzie	Raft & IK	BL,KH	PH,EP	10:00	13:40	8.0	Forrest Glen to Rosborro	2367	11:30	N	93	M	Y	Y	Y	N/A	N/A	N	N/A	N/A		MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2368	434	10/14/2019	McKenzie	Raft & IK	BL,KH	PH,EP	10:00	13:40	8.0	Forrest Glen to Rosborro	2368	11:30	N	79	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2369	435	10/14/2019	McKenzie	Raft & IK	BL,KH	PH,EP	10:00	13:40	8.0	Forrest Glen to Rosborro	2369	11:30	N	88	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2370	436	10/14/2019	McKenzie	Raft & IK	BL,KH	PH,EP	10:00	13:40	8.0	Forrest Glen to Rosborro	2370	11:30	N	69	F	Y	Y	Y	25	N/A	N	N/A	N/A		MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2311	437	10/14/2019	McKenzie	Raft & IK	BL,KH	PH,EP	10:00	13:40	8.0	Forrest Glen to Rosborro	2311	11:30	N	67	F	Y	Y	Y	0	N/A	N	N/A	N/A		MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_2313	438	10/14/2019	McKenzie	Raft & IK	BL,KH	PH,EP	10:00	13:40	8.0	Forrest Glen to Rosborro	2313	11:30	Y	88	M	Y	Y	N	N/A	N/A	N	N/A	N/A		MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1444	439	10/14/2019	McKenzie	Raft & IK	CZ,MRM	AP,BD	10:00	13:40	8.0	Forrest Glen to Rosborro	1444	16:00	Y	75	F	Y	N	N	0	N/A	N	N/A	N/A	DNA FROM PECTORAL- WORKED FISH UP AT 1600 FOR UPSTREAM CREW	MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1447	440	10/14/2019	McKenzie	Raft & IK	CZ,MRM	AP,BD	10:00	13:40	8.0	Forrest Glen to Rosborro	1447	16:00	Y	85	M	Y	Y	N	N/A	N/A	N	N/A	N/A	DNA FROM PECTORAL - WORKED FISH UP AT 1600 FOR UPSTREAM CREW	MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1446	441	10/14/2019	McKenzie	Raft & IK	CZ,MRM	AP,BD	10:00	13:40	8.0	Forrest Glen to Rosborro	1446	16:00	Y	82	M	Y	N	N	N/A	N/A	N	N/A	N/A	WORKED FISH UP AT 1600 FOR UPSTREAM CREW	MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1449	442	10/14/2019	McKenzie	Raft & IK	CZ,MRM	AP,BD	10:00	13:40	8.0	Forrest Glen to Rosborro	1449	16:00	N	70	M	Y	Y	Y	N/A	N/A	N	N/A	N/A	ONLY 2 SCALES-WORKED FISH UP AT 1600 FOR UPSTREAM CREW	MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1732	443	10/14/2019	McKenzie	Raft & IK	CZ,MRM	AP,BD	10:00	13:40	8.0	Forrest Glen to Rosborro	1732	16:00	N	63	M	Y	N	Y	N/A	N/A	N	N/A	N/A	WORKED FISH UP AT 1600 FOR UPSTREAM CREW	MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1445	444	10/14/2019	McKenzie	Raft & IK	CZ,MRM	AP,BD	10:00	13:40	8.0	Forrest Glen to Rosborro	1445	16:00	N	91	M	Y	Y	Y	N/A	N/A	N	N/A	N/A	ONE Otolith- BROKEN-WORKED FISH UP AT 1600 FOR UPSTREAM CREW	MRM	14-Oct-19	MP	17-Oct-19
OtsCC19MCKR	OtsCC19MCKR_1448	445	10/14/2019	McKenzie	Raft & IK	CZ,MRM	AP,BD	10:00	13:40	8.0	Forrest Glen to Rosborro	1448	16:00	Y	81	F	Y	N	N	0	N/A	N	N/A	N/A	WORKED FISH UP AT 1600 FOR UPSTREAM CREW	MRM	14-Oct-19	MP	17-Oct-19
